,sno,date,BANKSIZE,LR,EWAQ_NPLsNetOfProvisions,EWAQ_NPL,EWAQ_NPLsNetOfProvisions2CoreCapital,CD_TO_TOTAL_ASSET,LIQASSET2TOTALASSET,LIQASSET2DEPOSIT,ExcessShortTLiab2LongTAsset,TOTAL_DEPOSITS,HML_ROC_Class1,HML_ROC_Class2,HML_ROC_Class3,HML_ROC_Class4,HML_ROC_Class5,HMLUS_Acc,HMLUS_BA,HMLUS_CohensKappa,HMLUS_DP,HMLUS_F1,HMLUS_GMEAN,HMLUS_NLiR,HMLUS_Prec,HMLUS_Recall,HMLUS_Remarks,HMLUS_TypeIError,HMLUS_TypeIIError,HMLUS_YInd,MLP_Acc,MLP_F1,MLP_Prec,MLP_Recall,MLPUS_Acc,MLPUS_BA,MLPUS_BestTrAcc,MLPUS_BestValAcc,MLPUS_CohensKappa,MLPUS_DP,MLPUS_F1,MLPUS_GMEAN,MLPUS_NLiR,MLPUS_Prec,MLPUS_Recall,MLPUS_Remarks,MLPUS_ROC_Class1,MLPUS_ROC_Class2,MLPUS_ROC_Class3,MLPUS_ROC_Class4,MLPUS_ROC_Class5,MLPUS_TrAcc,MLPUS_TrLoss,MLPUS_TrTime,MLPUS_TypeIError,MLPUS_TypeIIError,MLPUS_ValAcc,MLPUS_ValLoss,MLPUS_YInd,RF_Acc,RF_F1,RF_Prec,RF_Recall,RF_Remarks,RFUS_Acc,RFUS_BA,RFUS_CohensKappa,RFUS_DP,RFUS_F1,RFUS_GMEAN,RFUS_NLiR,RFUS_Prec,RFUS_Recall,RFUS_ROC_Class1,RFUS_ROC_Class2,RFUS_ROC_Class3,RFUS_ROC_Class4,RFUS_ROC_Class5,RFUS_TypeIError,RFUS_TypeIIError,RFUS_YInd
0,1,2023-11-16,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,0.9566499717516851,0.9459196305815202,0.9767966436294776,0.9815087056006725,0.9957990183844938,0.954045954045954,0.9541288381454613,0.9425615150935477,2.5426612784392315,0.9540344359399622,0.9535532077523803,0.013634557357222729,0.9549042875073974,0.954045954045954,Hybrid of R2(RF) and M6(MLP) Models,0.01250459727841118,0.08287471673680803,0.9046206859847808,0.8957910014513788,0.8936385140684349,0.8947412395382935,0.8957910014513788,0.9410589410589411,0.9409503379322468,0.9548713564872742,0.9545156359672546,0.9263269196352437,2.3501345256796213,0.9412299816454405,0.9402185721708521,0.03956066916679857,0.9419044798889425,0.9410589410589411,"MLP Architecture:Model M6: 10-512-250-120-80-60-6 Dropout None, Loss:sparse_categorical_crossentropy, Optimizer:ADAM, epochs:30, validation_split:0.3",0.9580027388984449,0.9310467876857647,0.9492662176101094,0.9815087056006725,0.9957990183844938,0.9328818917274475,0.16866369520624477,23.274230003356934,0.036603221083455345,0.07475728155339806,0.9291712204615276,0.17778919711709024,0.8886394973631466,0.93033381712627,0.9301547087329067,0.930287312246423,0.93033381712627,199 estimators,0.9821511821511821,0.9821692130951867,0.9776882848092258,2.6259099186420762,0.9821771503760708,0.9820405215817999,0.020825354270394475,0.9822535013279909,0.9821511821511821,0.9800194304137186,0.9755096315965549,0.9888851990651556,0.9999583541562552,0.9999168122452374,0.02011095700416089,0.0343042071197411,0.945584835876098
